Dataset,Prior,Alpha,CFMethod,BootstrapID,validity,lof_context,compactness,n_proximity,causal_compact_val
3law,mod,0.25,CausalCACTUS,4,0.46,1.046483052,0.5911111111,0.1576199657,0.6111111111
3law,mod,0.50,CausalCACTUS,0,0.7,1.03042022,0.3622222222,0.2894651694,0.3918518519
3law,mod,0.50,CausalCACTUS,1,0.7,1.049697183,0.3711111111,0.3065662599,0.3918518519
3law,mod,0.50,CausalCACTUS,2,0.7,1.033999219,0.3711111111,0.2734652413,0.402962963
3law,mod,0.50,CausalCACTUS,3,0.74,1.026925567,0.3422222222,0.290419369,0.3651851852
3law,mod,0.50,CausalCACTUS,4,0.6,1.047511632,0.46,0.2293200977,0.4851851852
3law,mod,0.75,CausalCACTUS,0,0.72,1.03220182,0.3555555556,0.2996091427,0.3785185185
3law,mod,0.75,CausalCACTUS,1,0.82,1.056096444,0.2644444444,0.3684806495,0.2940740741
3law,mod,0.75,CausalCACTUS,2,0.68,1.035717225,0.3822222222,0.2592509033,0.4059259259
3law,mod,0.75,CausalCACTUS,3,0.72,1.031968876,0.3577777778,0.2683406456,0.3881481481
3law,mod,0.75,CausalCACTUS,4,0.68,1.051739295,0.3866666667,0.2642192999,0.4244444444
3law,mod,0.99,CausalCACTUS,0,0.74,1.035652116,0.3422222222,0.3071915783,0.3614814815
3law,mod,0.99,CausalCACTUS,1,0.82,1.056482211,0.26,0.3665809488,0.2866666667
3law,mod,0.99,CausalCACTUS,2,0.74,1.039623248,0.3244444444,0.2979321551,0.3577777778
3law,mod,0.99,CausalCACTUS,3,0.76,1.030218179,0.32,0.2935871142,0.3481481481
3law,mod,0.99,CausalCACTUS,4,0.7,1.053700223,0.3711111111,0.2825269399,0.4059259259
4german,min,0.01,CACTUS,0,0.5,1.027412979,0.06,0.5289651134,0.2766666667
4german,min,0.01,CACTUS,1,0.42,1.013194717,0.03333333333,0.5401089307,0.2811111111
4german,min,0.01,CACTUS,2,0.32,1.02353152,0.01666666667,0.597197236,0.2911111111
4german,min,0.01,CACTUS,3,0.46,1.02354547,0.08,0.5089268834,0.3233333333
4german,min,0.01,CACTUS,4,0.4,1.036723613,0.04,0.5340631765,0.2855555556
4german,min,0.25,CACTUS,0,0.62,1.023327489,0.02,0.5789841031,0.2444444444
4german,min,0.25,CACTUS,1,0.48,1.019190397,0.01,0.5537515729,0.2544444444
4german,min,0.25,CACTUS,2,0.42,1.027891988,0.01,0.6012778904,0.2411111111
4german,min,0.25,CACTUS,3,0.66,1.015325367,0.01333333333,0.5688473016,0.2577777778
4german,min,0.25,CACTUS,4,0.5,1.032507163,0.01,0.5699645549,0.2522222222
4german,min,0.50,CACTUS,0,0.78,1.019841036,0.02,0.5719968617,0.2877777778
4german,min,0.50,CACTUS,1,0.76,1.027902826,0.01,0.5648091109,0.2744444444
4german,min,0.50,CACTUS,2,0.72,1.039684562,0.01333333333,0.6040046866,0.3122222222
4german,min,0.50,CACTUS,3,0.82,1.01364599,0.02333333333,0.5663733341,0.2622222222
4german,min,0.50,CACTUS,4,0.72,1.032145689,0.03333333333,0.5738140982,0.2811111111
4german,min,0.75,CACTUS,0,0.84,1.024895781,0.01333333333,0.6053011347,0.2833333333
4german,min,0.75,CACTUS,1,0.82,1.031240425,0.02,0.5964772769,0.2588888889
4german,min,0.75,CACTUS,2,0.8,1.040545994,0.01333333333,0.6292664393,0.2988888889
4german,min,0.75,CACTUS,3,0.88,1.020040948,0.03,0.5967022152,0.27
4german,min,0.75,CACTUS,4,0.82,1.0335164,0.03333333333,0.6087301954,0.2444444444
4german,min,0.99,CACTUS,0,0.86,1.028543464,0.006666666667,0.6199739256,0.2744444444
4german,min,0.99,CACTUS,1,0.84,1.035369781,0.01333333333,0.6129184248,0.2533333333
4german,min,0.99,CACTUS,2,0.8,1.045436708,0.01333333333,0.6559690079,0.2733333333
4german,min,0.99,CACTUS,3,0.92,1.023234726,0.01333333333,0.6168596793,0.2622222222
4german,min,0.99,CACTUS,4,0.86,1.036200927,0.02333333333,0.6355146945,0.2588888889
4german,min,0.01,CausalCACTUS,0,0.58,1.070326846,0.4433333333,0.2974535698,0.5988888889
4german,min,0.01,CausalCACTUS,1,0.54,1.080393637,0.4666666667,0.2947648385,0.6011111111
4german,min,0.01,CausalCACTUS,2,0.42,1.091296279,0.6033333333,0.2182324582,0.7022222222
4german,min,0.01,CausalCACTUS,3,0.74,1.049883733,0.2966666667,0.3651605345,0.4977777778
4german,min,0.01,CausalCACTUS,4,0.58,1.082841586,0.4266666667,0.3084066815,0.5822222222
4german,min,0.25,CausalCACTUS,0,0.74,1.041502457,0.2766666667,0.3931551915,0.4933333333
4german,min,0.25,CausalCACTUS,1,0.66,1.071464578,0.36,0.3475399729,0.5322222222
4german,min,0.25,CausalCACTUS,2,0.58,1.074973161,0.43,0.3261900953,0.5911111111
4german,min,0.25,CausalCACTUS,3,0.78,1.045127216,0.2466666667,0.409378228,0.47
4german,min,0.25,CausalCACTUS,4,0.64,1.079233579,0.3766666667,0.3209726994,0.5588888889
4german,min,0.50,CausalCACTUS,0,0.8,1.020947505,0.2266666667,0.4535107714,0.4311111111
4german,min,0.50,CausalCACTUS,1,0.84,1.035054138,0.1733333333,0.4538144176,0.3844444444
4german,min,0.50,CausalCACTUS,2,0.76,1.045099393,0.2466666667,0.452592964,0.4566666667
4german,min,0.50,CausalCACTUS,3,0.9,1.023755805,0.1233333333,0.4902787927,0.3811111111
4german,min,0.50,CausalCACTUS,4,0.8,1.046411922,0.2133333333,0.4298551388,0.4322222222
4german,min,0.75,CausalCACTUS,0,0.86,1.019974657,0.1633333333,0.4960638835,0.3844444444
4german,min,0.75,CausalCACTUS,1,0.86,1.026120648,0.1533333333,0.4765556008,0.3633333333
4german,min,0.75,CausalCACTUS,2,0.8,1.040634334,0.2066666667,0.483026552,0.4222222222
4german,min,0.75,CausalCACTUS,3,0.92,1.015152332,0.1166666667,0.5026082402,0.3866666667
4german,min,0.75,CausalCACTUS,4,0.86,1.035140438,0.16,0.4820474913,0.3988888889
4german,min,0.99,CausalCACTUS,0,0.86,1.021225811,0.1666666667,0.4955716645,0.39
4german,min,0.99,CausalCACTUS,1,0.86,1.026792576,0.1566666667,0.4800411447,0.3655555556
4german,min,0.99,CausalCACTUS,2,0.8,1.04116464,0.2066666667,0.4840113612,0.4133333333
4german,min,0.99,CausalCACTUS,3,0.92,1.014490134,0.1066666667,0.506461364,0.3588888889
4german,min,0.99,CausalCACTUS,4,0.86,1.034836883,0.1633333333,0.485231646,0.3888888889
4german,mod,0.01,CACTUS,0,0.42,1.032038389,0.05333333333,0.4767832589,0.46
4german,mod,0.01,CACTUS,1,0.36,1.010418827,0.04333333333,0.4752033466,0.4133333333
4german,mod,0.01,CACTUS,2,0.42,1.031783376,0.07333333333,0.4911246372,0.4116666667
4german,mod,0.01,CACTUS,3,0.52,1.025337223,0.04,0.493823608,0.3816666667
4german,mod,0.01,CACTUS,4,0.42,1.022377884,0.09,0.4848595403,0.455
4german,mod,0.25,CACTUS,0,0.64,1.023900335,0.01333333333,0.5281151318,0.43
4german,mod,0.25,CACTUS,1,0.58,1.011641621,0.02333333333,0.495526253,0.395
4german,mod,0.25,CACTUS,2,0.52,1.023877985,0.01333333333,0.5393684818,0.3683333333
4german,mod,0.25,CACTUS,3,0.6,1.02716698,0.01,0.505495861,0.3483333333
4german,mod,0.25,CACTUS,4,0.54,1.021520088,0.006666666667,0.5296140018,0.3766666667
4german,mod,0.50,CACTUS,0,0.76,1.025907435,0.02333333333,0.5267887602,0.475
4german,mod,0.50,CACTUS,1,0.72,1.020135057,0.02666666667,0.4967961629,0.4516666667
4german,mod,0.50,CACTUS,2,0.74,1.032756132,0.02666666667,0.5366457999,0.3883333333
4german,mod,0.50,CACTUS,3,0.72,1.032960381,0.01666666667,0.5050158634,0.3683333333
4german,mod,0.50,CACTUS,4,0.76,1.040591197,0.04,0.5425955454,0.4083333333
4german,mod,0.75,CACTUS,0,0.8,1.028274188,0.01666666667,0.5583203496,0.4266666667
4german,mod,0.75,CACTUS,1,0.74,1.026640114,0.02333333333,0.5172116892,0.4116666667
4german,mod,0.75,CACTUS,2,0.78,1.044671853,0.01333333333,0.5643549675,0.34
4german,mod,0.75,CACTUS,3,0.78,1.034937419,0.02,0.5272435741,0.3666666667
4german,mod,0.75,CACTUS,4,0.78,1.043650381,0.02333333333,0.5670109399,0.3683333333
4german,mod,0.99,CACTUS,0,0.84,1.031685742,0.01,0.5778225335,0.42
4german,mod,0.99,CACTUS,1,0.78,1.03145869,0.02666666667,0.5396349118,0.4033333333
4german,mod,0.99,CACTUS,2,0.82,1.049503794,0.01666666667,0.5890208372,0.3583333333
4german,mod,0.99,CACTUS,3,0.84,1.036275096,0.01333333333,0.5441106394,0.36
4german,mod,0.99,CACTUS,4,0.8,1.044008247,0.01666666667,0.5776121648,0.37
4german,mod,0.01,CausalCACTUS,0,0.62,1.064133263,0.3966666667,0.2909751349,0.675
4german,mod,0.01,CausalCACTUS,1,0.54,1.065701803,0.4866666667,0.2434563553,0.7366666667
4german,mod,0.01,CausalCACTUS,2,0.64,1.056874148,0.38,0.3414162661,0.59
4german,mod,0.01,CausalCACTUS,3,0.64,1.05309593,0.4,0.282733571,0.64
4german,mod,0.01,CausalCACTUS,4,0.6,1.074908186,0.43,0.2900105646,0.6633333333
4german,mod,0.25,CausalCACTUS,0,0.8,1.047471497,0.2166666667,0.3880083208,0.565
4german,mod,0.25,CausalCACTUS,1,0.78,1.03714224,0.24,0.3833779375,0.5566666667
4german,mod,0.25,CausalCACTUS,2,0.74,1.048969513,0.2833333333,0.4002639239,0.5366666667
4german,mod,0.25,CausalCACTUS,3,0.74,1.041214512,0.2866666667,0.3511763813,0.5583333333
4german,mod,0.25,CausalCACTUS,4,0.68,1.065592436,0.3533333333,0.3266024673,0.6016666667
4german,mod,0.50,CausalCACTUS,0,0.82,1.033839992,0.19,0.4037837952,0.5516666667
4german,mod,0.50,CausalCACTUS,1,0.82,1.026247877,0.1966666667,0.3904479245,0.545
4german,mod,0.50,CausalCACTUS,2,0.84,1.035696491,0.1766666667,0.4403533406,0.4833333333
4german,mod,0.50,CausalCACTUS,3,0.8,1.037288542,0.2266666667,0.3829416099,0.51
4german,mod,0.50,CausalCACTUS,4,0.8,1.045781035,0.2133333333,0.403843061,0.5183333333
4german,mod,0.75,CausalCACTUS,0,0.84,1.031227653,0.17,0.4235133693,0.545
4german,mod,0.75,CausalCACTUS,1,0.8,1.022011732,0.2166666667,0.3883965801,0.555
4german,mod,0.75,CausalCACTUS,2,0.84,1.030248534,0.1766666667,0.4483956931,0.4783333333
4german,mod,0.75,CausalCACTUS,3,0.84,1.030981071,0.1866666667,0.4111817832,0.4833333333
4german,mod,0.75,CausalCACTUS,4,0.82,1.039702739,0.19,0.4182839735,0.5083333333
4german,mod,0.99,CausalCACTUS,0,0.84,1.031392772,0.17,0.4249495202,0.5416666667
4german,mod,0.99,CausalCACTUS,1,0.8,1.022855908,0.21,0.390891581,0.5516666667
4german,mod,0.99,CausalCACTUS,2,0.84,1.031096288,0.18,0.4505066955,0.4783333333
4german,mod,0.99,CausalCACTUS,3,0.84,1.030556979,0.1766666667,0.4128373771,0.47
4german,mod,0.99,CausalCACTUS,4,0.82,1.041215859,0.1933333333,0.4182336569,0.5083333333
5heloc,min,0.01,CACTUS,0,0.14,1.08964382,0.2,0.3645548118,0.3186111111
5heloc,min,0.01,CACTUS,1,0.22,1.208614757,0.2222222222,0.3655469745,0.3441666667
5heloc,min,0.01,CACTUS,2,0.2,1.258604135,0.2944444444,0.2849564825,0.4331481481
5heloc,min,0.01,CACTUS,3,0.34,1.316863741,0.2944444444,0.2911225442,0.4143518519
5heloc,min,0.01,CACTUS,4,0.08,1.200209083,0.3355555556,0.3032474833,0.4426851852
5heloc,min,0.25,CACTUS,0,0.24,1.075934578,0.04888888889,0.4241577488,0.2019444444
5heloc,min,0.25,CACTUS,1,0.28,1.205784493,0.1277777778,0.3960171861,0.2664814815
5heloc,min,0.25,CACTUS,2,0.28,1.246173307,0.14,0.3577896525,0.2999074074
5heloc,min,0.25,CACTUS,3,0.4,1.309506551,0.1166666667,0.3530050632,0.2784259259
5heloc,min,0.25,CACTUS,4,0.16,1.197890453,0.1977777778,0.3525049878,0.3187962963
5heloc,min,0.50,CACTUS,0,0.34,1.080150523,0.05111111111,0.4304294034,0.2147222222
5heloc,min,0.50,CACTUS,1,0.4,1.196581016,0.08555555556,0.4232414604,0.2406481481
5heloc,min,0.50,CACTUS,2,0.36,1.248343183,0.07333333333,0.3811159936,0.2446296296
5heloc,min,0.50,CACTUS,3,0.52,1.310083469,0.1022222222,0.3681212315,0.265462963
5heloc,min,0.50,CACTUS,4,0.4,1.208703667,0.1344444444,0.3854084591,0.2659259259
5heloc,min,0.75,CACTUS,0,0.52,1.08569926,0.02666666667,0.4738410674,0.1790740741
5heloc,min,0.75,CACTUS,1,0.58,1.19886444,0.03777777778,0.4724860778,0.1886111111
5heloc,min,0.75,CACTUS,2,0.48,1.252564329,0.05555555556,0.4240608852,0.2169444444
5heloc,min,0.75,CACTUS,3,0.62,1.313713518,0.09777777778,0.3790388739,0.2596296296
5heloc,min,0.75,CACTUS,4,0.54,1.208177913,0.08333333333,0.4505964212,0.2189814815
5heloc,min,0.99,CACTUS,0,0.58,1.090668137,0.03222222222,0.4997307433,0.1659259259
5heloc,min,0.99,CACTUS,1,0.68,1.221850341,0.03777777778,0.4994876394,0.1786111111
5heloc,min,0.99,CACTUS,2,0.6,1.259367873,0.06777777778,0.4579355691,0.2084259259
5heloc,min,0.99,CACTUS,3,0.72,1.323645224,0.05,0.4471310269,0.2075925926
5heloc,min,0.99,CACTUS,4,0.62,1.217352695,0.08666666667,0.4661999877,0.2166666667
5heloc,min,0.01,CausalCACTUS,0,0.44,1.115500638,0.5744444444,0.2124344243,0.6412037037
5heloc,min,0.01,CausalCACTUS,1,0.42,1.241969176,0.5888888889,0.2160400977,0.6428703704
5heloc,min,0.01,CausalCACTUS,2,0.32,1.289712029,0.6888888889,0.1556460028,0.7416666667
5heloc,min,0.01,CausalCACTUS,3,0.46,1.329241647,0.5533333333,0.1999501104,0.6159259259
5heloc,min,0.01,CausalCACTUS,4,0.26,1.245629499,0.7455555556,0.1285211489,0.7762962963
5heloc,min,0.25,CausalCACTUS,0,0.7,1.095378037,0.3188888889,0.3232757436,0.4186111111
5heloc,min,0.25,CausalCACTUS,1,0.62,1.215721597,0.3966666667,0.3061465747,0.4675925926
5heloc,min,0.25,CausalCACTUS,2,0.62,1.263204743,0.4022222222,0.28400352,0.4951851852
5heloc,min,0.25,CausalCACTUS,3,0.66,1.315335221,0.3666666667,0.2926488773,0.4513888889
5heloc,min,0.25,CausalCACTUS,4,0.44,1.226234578,0.5688888889,0.2021356191,0.6361111111
5heloc,min,0.50,CausalCACTUS,0,0.8,1.088754557,0.22,0.3668809047,0.335462963
5heloc,min,0.50,CausalCACTUS,1,0.7,1.222232666,0.3177777778,0.3275487774,0.4035185185
5heloc,min,0.50,CausalCACTUS,2,0.7,1.264635977,0.3233333333,0.3063842253,0.4326851852
5heloc,min,0.50,CausalCACTUS,3,0.7,1.315060726,0.3233333333,0.2985115232,0.4390740741
5heloc,min,0.50,CausalCACTUS,4,0.66,1.209664099,0.3533333333,0.3073294175,0.442962963
5heloc,min,0.75,CausalCACTUS,0,0.86,1.082866881,0.1644444444,0.4106963979,0.2856481481
5heloc,min,0.75,CausalCACTUS,1,0.78,1.211209798,0.2477777778,0.370257256,0.3446296296
5heloc,min,0.75,CausalCACTUS,2,0.72,1.253840501,0.2988888889,0.3375972623,0.4081481481
5heloc,min,0.75,CausalCACTUS,3,0.72,1.315154295,0.3055555556,0.3027964132,0.4106481481
5heloc,min,0.75,CausalCACTUS,4,0.72,1.212713914,0.2955555556,0.339788803,0.3926851852
5heloc,min,0.99,CausalCACTUS,0,0.8,1.086162916,0.2233333333,0.3800605153,0.3378703704
5heloc,min,0.99,CausalCACTUS,1,0.78,1.210350233,0.2444444444,0.3826457864,0.3362962963
5heloc,min,0.99,CausalCACTUS,2,0.74,1.260491181,0.2866666667,0.3387732658,0.3918518519
5heloc,min,0.99,CausalCACTUS,3,0.76,1.310169572,0.2633333333,0.3305960653,0.3716666667
5heloc,min,0.99,CausalCACTUS,4,0.74,1.213188602,0.2733333333,0.3516145787,0.3773148148
5heloc,mod,0.01,CACTUS,0,0.1,1.261840796,0.3566666667,0.2768797735,0.4736111111
5heloc,mod,0.01,CACTUS,1,0.22,1.138190604,0.3066666667,0.3294664729,0.4147222222
5heloc,mod,0.01,CACTUS,2,0.16,1.083632389,0.3355555556,0.3151429205,0.4408333333
5heloc,mod,0.01,CACTUS,3,0.2,1.147867563,0.2711111111,0.333493383,0.3926388889
5heloc,mod,0.01,CACTUS,4,0.2,1.210557864,0.2922222222,0.3071349096,0.4236111111
5heloc,mod,0.25,CACTUS,0,0.18,1.258430424,0.1588888889,0.3446111046,0.3081944444
5heloc,mod,0.25,CACTUS,1,0.32,1.133928144,0.08666666667,0.4258838885,0.2268055556
5heloc,mod,0.25,CACTUS,2,0.2,1.076640918,0.18,0.3630704978,0.3172222222
5heloc,mod,0.25,CACTUS,3,0.28,1.137080271,0.1344444444,0.3817341136,0.2943055556
5heloc,mod,0.25,CACTUS,4,0.32,1.196179767,0.07555555556,0.4007057307,0.2451388889
5heloc,mod,0.50,CACTUS,0,0.32,1.266916469,0.1133333333,0.3645558095,0.2829166667
5heloc,mod,0.50,CACTUS,1,0.52,1.131423578,0.06222222222,0.4510531815,0.2066666667
5heloc,mod,0.50,CACTUS,2,0.4,1.080371131,0.1055555556,0.4196476221,0.2601388889
5heloc,mod,0.50,CACTUS,3,0.46,1.134931848,0.08222222222,0.4201864316,0.2408333333
5heloc,mod,0.50,CACTUS,4,0.52,1.193871763,0.04111111111,0.4440794484,0.2218055556
5heloc,mod,0.75,CACTUS,0,0.36,1.269887848,0.08444444444,0.4027039445,0.2452777778
5heloc,mod,0.75,CACTUS,1,0.7,1.135782313,0.05888888889,0.481873326,0.2041666667
5heloc,mod,0.75,CACTUS,2,0.52,1.096953538,0.06444444444,0.4787620558,0.2172222222
5heloc,mod,0.75,CACTUS,3,0.62,1.141262588,0.06666666667,0.4509567685,0.2259722222
5heloc,mod,0.75,CACTUS,4,0.62,1.194613164,0.04222222222,0.4749933332,0.2176388889
5heloc,mod,0.99,CACTUS,0,0.6,1.281407973,0.06333333333,0.4473450359,0.2261111111
5heloc,mod,0.99,CACTUS,1,0.76,1.151135757,0.01555555556,0.5432419739,0.1627777778
5heloc,mod,0.99,CACTUS,2,0.72,1.108265175,0.06222222222,0.5311849025,0.2051388889
5heloc,mod,0.99,CACTUS,3,0.68,1.150597254,0.08222222222,0.4579643892,0.2372222222
5heloc,mod,0.99,CACTUS,4,0.7,1.205505928,0.02,0.5223353421,0.19125
5heloc,mod,0.01,CausalCACTUS,0,0.24,1.301825468,0.7688888889,0.1058783404,0.8090277778
5heloc,mod,0.01,CausalCACTUS,1,0.28,1.182806441,0.7277777778,0.1361879948,0.7668055556
5heloc,mod,0.01,CausalCACTUS,2,0.32,1.100621856,0.6922222222,0.1721519743,0.7348611111
5heloc,mod,0.01,CausalCACTUS,3,0.38,1.180544903,0.6288888889,0.1756848829,0.6848611111
5heloc,mod,0.01,CausalCACTUS,4,0.28,1.240273303,0.7233333333,0.1348417878,0.76625
5heloc,mod,0.25,CausalCACTUS,0,0.54,1.287262761,0.4777777778,0.2512371435,0.5576388889
5heloc,mod,0.25,CausalCACTUS,1,0.6,1.159596581,0.42,0.2874675144,0.5058333333
5heloc,mod,0.25,CausalCACTUS,2,0.62,1.0882628,0.3933333333,0.2957394072,0.48875
5heloc,mod,0.25,CausalCACTUS,3,0.62,1.156774207,0.39,0.2785873312,0.4966666667
5heloc,mod,0.25,CausalCACTUS,4,0.62,1.21050137,0.3933333333,0.2889267046,0.4866666667
5heloc,mod,0.50,CausalCACTUS,0,0.64,1.27872281,0.3788888889,0.2897949919,0.4777777778
5heloc,mod,0.50,CausalCACTUS,1,0.72,1.14951417,0.2988888889,0.3453720014,0.3973611111
5heloc,mod,0.50,CausalCACTUS,2,0.68,1.09262611,0.3377777778,0.3106343505,0.4429166667
5heloc,mod,0.50,CausalCACTUS,3,0.76,1.151740887,0.2566666667,0.3428687852,0.37375
5heloc,mod,0.50,CausalCACTUS,4,0.76,1.196543666,0.2511111111,0.3564781912,0.3741666667
5heloc,mod,0.75,CausalCACTUS,0,0.64,1.277566033,0.3822222222,0.2968027078,0.4709722222
5heloc,mod,0.75,CausalCACTUS,1,0.76,1.145182459,0.2566666667,0.3609641131,0.3693055556
5heloc,mod,0.75,CausalCACTUS,2,0.76,1.087036298,0.2666666667,0.3486222864,0.3731944444
5heloc,mod,0.75,CausalCACTUS,3,0.8,1.14593142,0.22,0.3627057149,0.3458333333
5heloc,mod,0.75,CausalCACTUS,4,0.8,1.19328692,0.2211111111,0.3794789833,0.3484722222
5heloc,mod,0.99,CausalCACTUS,0,0.72,1.27474564,0.3055555556,0.3170239383,0.4058333333
5heloc,mod,0.99,CausalCACTUS,1,0.76,1.146887323,0.26,0.3608277647,0.3705555556
5heloc,mod,0.99,CausalCACTUS,2,0.82,1.086118204,0.2,0.3918170789,0.3183333333
5heloc,mod,0.99,CausalCACTUS,3,0.8,1.150631545,0.2222222222,0.3622110212,0.3418055556
5heloc,mod,0.99,CausalCACTUS,4,0.8,1.194447503,0.2222222222,0.3860215265,0.3519444444
